METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;5;what is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;15;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;Is there any transition that goes directly from q2 to q4?;the transition is not defined.;[];[0.2, 0.8, 0.2, 1.0];1.0;0;False;{'user_input': 'Is there any transition that goes directly from q2 to q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[0.2, 0.8, 0.2, 1.0]
Relevancy;1;What is the transition from state q2 to state q4 in this automaton?;the transition is not defined.;[];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'What is the transition from state q2 to state q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;no, the transition from q2 to q4 is not defined: what is the label of the transition from q2 to q4?;the transition is not defined.;[];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'no, the transition from q2 to q4 is not defined: what is the label of the transition from q2 to q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;add a transition so that the automaton has only 2 states.;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[0.0, 0.2, 0.0, 0.9];0.2;1;False;{'user_input': 'add a transition so that the automaton has only 2 states.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.0, 0.2, 0.0, 0.9]
Relevancy;1;can you tell me if this automaton could be represented with only 2 states?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.1, 0.3, 0.2, 1.0];0.3;2;False;{'user_input': 'can you tell me if this automaton could be represented with only 2 states?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'graphicRepresentation': '?'}};[0.1, 0.3, 0.2, 1.0]
Relevancy;1;What are the transitions of this automaton over the alphabet [“1”, “0”]?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;2;False;{'user_input': 'What are the transitions of this automaton over the alphabet [“1”, “0”]?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '1'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;"no, the number of states is not 2; you made a mistake about that transition.";The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[0.2, 0.4, 0.3, 0.9];0.4;2;False;"{'user_input': 'no, the number of states is not 2; you made a mistake about that transition.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}}";[0.2, 0.4, 0.3, 0.9]
Relevancy;1;can you explain, from a theoretical point of view, what a transition is in a finite state automaton that has 2 states?;the transition is not defined.;[];[0.0, 0.1, 0.0, 1.0];0.1;3;False;{'user_input': 'can you explain, from a theoretical point of view, what a transition is in a finite state automaton that has 2 states?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['state', 'state', '?']]}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;Is the automaton shown on the tablet deterministic in terms of its transitions?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.2, 0.4, 0.3, 1.0];0.2;4;False;{'user_input': 'Is the automaton shown on the tablet deterministic in terms of its transitions?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'transitional': '?'}};[0.2, 0.4, 0.3, 1.0]
Relevancy;1;what are the transitions of this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;4;False;{'user_input': 'what are the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;What is the optimal spatial representation of the transitions in this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[0.2, 0.3, 0.3, 0.9];0.3;5;False;{'user_input': 'What is the optimal spatial representation of the transitions in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitionalSpatialRepresentation': '?'}};[0.2, 0.3, 0.3, 0.9]
Relevancy;1;what is the language recognized by this automaton given its transitions from q0 to q1 on 1, from q1 to q2 on 1, from q2 to q3 on 0, from q3 to q4 on 0, and from q4 to q0 on 0?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;6;False;{'user_input': 'what is the language recognized by this automaton given its transitions from q0 to q1 on 1, from q1 to q2 on 1, from q2 to q3 on 0, from q3 to q4 on 0, and from q4 to q0 on 0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '0', 'input': '1', 'transitions': [], 'states': 'q0,q1,q2,q3,q4'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;What is the formal definition of the language recognized by this finite state automaton with alphabet {0}, input 1, and states q0,q1,q2,q3,q4?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;7;False;{'user_input': 'What is the formal definition of the language recognized by this finite state automaton with alphabet {0}, input 1, and states q0,q1,q2,q3,q4?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': ['0'], 'input': '1', 'states': ['q0', 'q1', 'q2', 'q3', 'q4']}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;what is the language recognized by this finite automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;8;False;{'user_input': 'what is the language recognized by this finite automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;hello! for this automaton, could you help me understand what language it recognizes for a given input?;Could you be more specific?;[];[0.1, 0.1, 0.1, 1.0];0.1;9;False;{'user_input': 'hello! for this automaton, could you help me understand what language it recognizes for a given input?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.1, 0.1, 1.0]
Relevancy;2;What is the value on the transition from q1 to q2 in this automaton?;the transition is not defined.;[];[0.0, 0.2, 0.0, 1.0];0.2;1;False;{'user_input': 'What is the value on the transition from q1 to q2 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.0, 0.2, 0.0, 1.0]
Relevancy;2;What is the label of the transition from q1 to q2?;the transition is not defined.;[];[0.0, 0.2, 0.0, 1.0];0.2;2;False;{'user_input': 'What is the label of the transition from q1 to q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.0, 0.2, 0.0, 1.0]
Relevancy;2;What is the label of the transition that goes from state q1 to state q2 in this automaton?;the transition is not defined.;[];[0.0, 0.2, 0.0, 1.0];0.9;2;False;{'user_input': 'What is the label of the transition that goes from state q1 to state q2 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.0, 0.2, 0.0, 1.0]
Relevancy;2;Before I go, could you tell me what is the label of the transition from q1 to q2?;the transition is not defined.;[];[0.0, 0.2, 0.0, 1.0];0.2;3;False;{'user_input': 'Before I go, could you tell me what is the label of the transition from q1 to q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.0, 0.2, 0.0, 1.0]
Relevancy;2;what is the graphic representation of the transition structure of this automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.4, 0.6, 0.5, 1.0];0.95;3;False;{'user_input': 'what is the graphic representation of the transition structure of this automaton?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': '?'}};[0.4, 0.6, 0.5, 1.0]
Relevancy;2;To which state does the transition go?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[0.2, 0.3, 0.5, 0.5];0.3;4;False;{'user_input': 'To which state does the transition go?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.2, 0.3, 0.5, 0.5]
Relevancy;2;what is the label of the transition that goes from this to that?;The transition from q1 to q2 has value 1.;['simbolo-q1-q2'];[1.0, 1.0, 1.0, 1.0];1.0;4;False;{'user_input': 'what is the label of the transition that goes from this to that?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q1']}, '_raw_frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Relevancy;2;what is the input symbol for this?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;5;False;{'user_input': 'what is the input symbol for this?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;2;What is the symbol (alphabet value) of the transition from state q1 to state q2?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[0.2, 0.4, 0.5, 0.9];0.4;5;False;{'user_input': 'What is the symbol (alphabet value) of the transition from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.2, 0.4, 0.5, 0.9]
Relevancy;2;What is the alphabet of the automaton in state q2?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;6;False;{'user_input': 'What is the alphabet of the automaton in state q2?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;2;What is the alphabet of this regular language?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;7;False;{'user_input': 'What is the alphabet of this regular language?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;2;"No, the alphabet of this automaton isn’t right; can you tell me what the alphabet is?";Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;8;False;"{'user_input': 'No, the alphabet of this automaton isn’t right; can you tell me what the alphabet is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}}";[0.0, 0.1, 0.0, 1.0]
Relevancy;2;what is the alphabet of this finite state automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;9;False;{'user_input': 'what is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;2;what is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;10;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;2;What is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;11;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;3;How many transitions in total are shown in this finite state machine?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'How many transitions in total are shown in this finite state machine?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;how many transitions are there in this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'how many transitions are there in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;Thanks, could you tell me how many transitions this automaton has?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'Thanks, could you tell me how many transitions this automaton has?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;before i leave, could you tell me how many transitions there are in this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'before i leave, could you tell me how many transitions there are in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;how many transitions does this finite state automaton have?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'how many transitions does this finite state automaton have?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;How many transitions are there in the automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'How many transitions are there in the automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;How many transitions does this automaton have?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'How many transitions does this automaton have?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;how many transitions does this finite state automaton have?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'how many transitions does this finite state automaton have?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;Thank you! Could you tell me how many transitions this automaton has?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'Thank you! Could you tell me how many transitions this automaton has?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;3;which state in this automaton has the highest number of transitions?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.0, 0.3, 0.0, 0.2];0.2;1;False;{'user_input': 'which state in this automaton has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': '?'}};[0.0, 0.3, 0.0, 0.2]
Relevancy;3;What are the initial states of the automaton, q1 and q2?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.0, 0.2, 0.0, 0.9];0.3;2;False;{'user_input': 'What are the initial states of the automaton, q1 and q2?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialStates': 'q1'}};[0.0, 0.2, 0.0, 0.9]
Relevancy;3;Which state of this automaton has the highest number of transitions?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.0, 0.3, 0.0, 0.9];0.2;3;False;{'user_input': 'Which state of this automaton has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': '?'}};[0.0, 0.3, 0.0, 0.9]
Relevancy;3;Let me correct myself: considering this automaton, which state has the highest number of transitions?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.0, 0.2, 0.0, 0.8];0.2;4;False;{'user_input': 'Let me correct myself: considering this automaton, which state has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': '?'}};[0.0, 0.2, 0.0, 0.8]
Relevancy;3;for the input string `11000`, what is the resulting state of the automaton and is the output accepted?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.0, 0.1, 0.0, 0.2];0.2;5;False;{'user_input': 'for the input string `11000`, what is the resulting state of the automaton and is the output accepted?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 0.2]
Relevancy;3;What is the state represented by the triangle in the graphical representation of this automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.0, 0.2, 0.2, 0.2];0.2;6;False;{'user_input': 'What is the state represented by the triangle in the graphical representation of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'state': '?'}};[0.0, 0.2, 0.2, 0.2]
Relevancy;4;What is the difference between the initial state and a final state in a finite state automaton?;The initial state is q0.;['simbolo-q0'];[0.1, 0.1, 0.1, 0.8];0.2;1;False;{'user_input': 'What is the difference between the initial state and a final state in a finite state automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?', 'finalStates': '?'}};[0.1, 0.1, 0.1, 0.8]
Relevancy;4;what are the initial state and the final states of this automaton?;The initial state is q0.;['simbolo-q0'];[0.5, 0.7, 0.5, 0.9];0.7;1;False;{'user_input': 'what are the initial state and the final states of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?', 'finalStates': '?'}};[0.5, 0.7, 0.5, 0.9]
Relevancy;4;What is the alphabet of this automaton, and which states are the initial and final ones?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;2;False;{'user_input': 'What is the alphabet of this automaton, and which states are the initial and final ones?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'initialState': '?', 'finalStates': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;what is the language accepted by this automaton, and what are its alphabet, initial state, and final states?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;3;False;{'user_input': 'what is the language accepted by this automaton, and what are its alphabet, initial state, and final states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'initialState': 'q0', 'finalStates': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;The alphabet is “?” and the initial state is q0, but what is the language recognized by this automaton and which are its final states?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;4;False;{'user_input': 'The alphabet is “?” and the initial state is q0, but what is the language recognized by this automaton and which are its final states?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'initialState': 'q0'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;what is the alphabet of the automaton if the initial state is q0?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;5;False;{'user_input': 'what is the alphabet of the automaton if the initial state is q0?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;What is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;6;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;what is the language accepted by this automaton and what is its alphabet?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;7;False;{'user_input': 'what is the language accepted by this automaton and what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;What is the language recognized by this finite state automaton and what is its alphabet?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;8;False;{'user_input': 'What is the language recognized by this finite state automaton and what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;What is the language recognized by this automaton, and what is its alphabet?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;9;False;{'user_input': 'What is the language recognized by this automaton, and what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;What is the language recognized by this automaton and what is its alphabet?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.1;10;False;{'user_input': 'What is the language recognized by this automaton and what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?', 'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;4;what is the language accepted by this automaton from this to which state?;Could you be more specific?;[];[0.1, 0.2, 0.1, 1.0];0.2;11;False;{'user_input': 'what is the language accepted by this automaton from this to which state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'finalStates': ['?'], 'states': ['q0']}, '_raw_frame': {'input': '?', 'finalStates': '?'}};[0.1, 0.2, 0.1, 1.0]
