METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT
Relevancy;1;The transition goes from state q2 to state q4.;there is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'The transition goes from state q2 to state q4.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}}
Relevancy;1;what is the alphabet of the automaton considering only the states q2 and q4?;Could you be more specific?;[];0.1;1;False;{'user_input': 'what is the alphabet of the automaton considering only the states q2 and q4?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'q2'}}
Relevancy;1;no, the symbol “q2” is not part of the alphabet of this automaton.;Could you be more specific?;[];0.2;2;False;{'user_input': 'no, the symbol “q2” is not part of the alphabet of this automaton.', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'q2'}}
Relevancy;1;what is the alphabet of the automaton in this?;Could you be more specific?;[];0.1;3;False;{'user_input': 'what is the alphabet of the automaton in this?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2']}, '_raw_frame': {'alphabet': '?'}}
Relevancy;1;Which symbols form the alphabet of the automaton, considering that state q2 is one of its states?;Could you be more specific?;[];0.1;4;False;{'user_input': 'Which symbols form the alphabet of the automaton, considering that state q2 is one of its states?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;1;What is the alphabet of this automaton?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;1;What is the alphabet of this automaton?;Could you be more specific?;[];0.1;6;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;1;hi, could you tell me what the alphabet of this automaton is?;Could you be more specific?;[];0.1;7;False;{'user_input': 'hi, could you tell me what the alphabet of this automaton is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;1;What is the alphabet of this automaton?;Could you be more specific?;[];0.1;8;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;1;is the alphabet of this non-deterministic finite state automaton {0,1}?;Could you be more specific?;[];0.1;9;False;{'user_input': 'is the alphabet of this non-deterministic finite state automaton {0,1}?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '0'}}
Relevancy;1;hi! in this automaton, is the alphabet just “0”?;Could you be more specific?;[];0.2;10;False;{'user_input': 'hi! in this automaton, is the alphabet just “0”?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '0'}}
Relevancy;1;What is the state reached by the automaton when it reads the symbol 0?;The state q0 exists.;['simbolo-q0'];0.2;11;False;{'user_input': 'What is the state reached by the automaton when it reads the symbol 0?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Relevancy;1;What is the pattern over the alphabet {0} that this automaton recognizes?;Could you be more specific?;[];0.1;12;False;{'user_input': 'What is the pattern over the alphabet {0} that this automaton recognizes?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'pattern': 'alphabet'}}
Relevancy;2;What is the initial state of this automaton?;The initial state is q0.;['simbolo-q0'];1.0;0;False;{'user_input': 'What is the initial state of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}}
Relevancy;2;What is the initial state of this automaton?;The initial state is q0.;['simbolo-q0'];1.0;0;False;{'user_input': 'What is the initial state of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}}
Relevancy;2;what is the optimal spatial representation of the states in this finite state automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;1;False;{'user_input': 'what is the optimal spatial representation of the states in this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'optimalSpatialRepresentation': '?'}}
Relevancy;2;What is the optimal spatial representation of the states in this finite state automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;2;False;{'user_input': 'What is the optimal spatial representation of the states in this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'optimalSpatialRepresentation': '?'}}
Relevancy;2;hi! looking at this automaton, what would be the optimal spatial representation of this?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;3;False;{'user_input': 'hi! looking at this automaton, what would be the optimal spatial representation of this?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0']}, '_raw_frame': {}}
Relevancy;2;Hi, I’d like to study this automaton: I see only one state explicitly mentioned, q0, which is both the initial and final state.;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.95;3;False;{'user_input': 'Hi, I’d like to study this automaton: I see only one state explicitly mentioned, q0, which is both the initial and final state.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'numberOfStates': '1'}}
Relevancy;2;which transitions leave from this in this automaton?;There is no transition between q0 and q0.;[];0.1;4;False;{'user_input': 'which transitions leave from this in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0']}, '_raw_frame': {'transitions': []}}
Relevancy;2;Which transitions leave from state q0?;MUTATION The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.4;4;True;{'user_input': 'Which transitions leave from state q0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
Relevancy;2;what is the optimal spatial representation of the transitions in this finite state automaton?;MUTATION The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.4;4;True;{'user_input': 'what is the optimal spatial representation of the transitions in this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
Relevancy;2;what is the language accepted by the automaton starting from this?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what is the language accepted by the automaton starting from this?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0']}, '_raw_frame': {'input': '?'}}
Relevancy;2;the language recognized by this automaton starting and ending in this is defined over the states {q0};Could you be more specific?;[];0.1;6;False;{'user_input': 'the language recognized by this automaton starting and ending in this is defined over the states {q0}', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'states', 'states': ['q0']}, '_raw_frame': {'alphabet': 'input', 'initialState': 'states'}}
Relevancy;2;thanks! in this practical example about the language of the automaton, is the initial state among the states just q0?;The initial state is q0.;['simbolo-q0'];1.0;6;False;{'user_input': 'thanks! in this practical example about the language of the automaton, is the initial state among the states just q0?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'initialState': 'q0'}}
Relevancy;2;Which states of this automaton have no outgoing transitions?;The state q0 exists.;['simbolo-q0'];0.2;7;False;{'user_input': 'Which states of this automaton have no outgoing transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Relevancy;2;What is the language accepted by the automaton starting from the initial state q0, considering only the state q0 as the set of states?;Could you be more specific?;[];0.1;8;False;{'user_input': 'What is the language accepted by the automaton starting from the initial state q0, considering only the state q0 as the set of states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'initialState': 'q0', 'states': ['q0']}}
Relevancy;2;what is the language accepted by this automaton if it has an unknown number of states?;Could you be more specific?;[];0.2;9;False;{'user_input': 'what is the language accepted by this automaton if it has an unknown number of states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}}
Relevancy;3;If the input is 11000, will the automaton end in an accepting state?;Could you be more specific?;[];0.1;1;False;{'user_input': 'If the input is 11000, will the automaton end in an accepting state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;3;what is the language accepted by this automaton?;Could you be more specific?;[];0.1;2;False;{'user_input': 'what is the language accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;3;What input strings over the alphabet does this automaton accept?;Could you be more specific?;[];0.1;3;False;{'user_input': 'What input strings over the alphabet does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;What is the language recognized by this automaton, in particular what is its alphabet?;Could you be more specific?;[];0.1;4;False;{'user_input': 'What is the language recognized by this automaton, in particular what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;in this automaton, what is the language accepted if it has only 2 states?;Could you be more specific?;[];0.2;5;False;{'user_input': 'in this automaton, what is the language accepted if it has only 2 states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}}
Relevancy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.1;6;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;what is the alphabet of this automaton?;Could you be more specific?;[];0.1;7;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;Sorry, I meant to ask about the alphabet of this automaton: what is its alphabet?;Could you be more specific?;[];0.1;8;False;{'user_input': 'Sorry, I meant to ask about the alphabet of this automaton: what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;The alphabet of this automaton is what?;Could you be more specific?;[];0.1;9;False;{'user_input': 'The alphabet of this automaton is what?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;what is the alphabet of this automaton?;Could you be more specific?;[];0.1;10;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.1;11;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;"I meant to ask about the alphabet of this automaton; could you tell me what the alphabet is?";Could you be more specific?;[];0.1;12;False;"{'user_input': 'I meant to ask about the alphabet of this automaton; could you tell me what the alphabet is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}}"
Relevancy;3;What is the alphabet of this finite state automaton?;Could you be more specific?;[];0.1;13;False;{'user_input': 'What is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;3;what is the language accepted by this automaton and what is its alphabet?;Could you be more specific?;[];0.1;14;False;{'user_input': 'what is the language accepted by this automaton and what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'language': '?'}}
Relevancy;3;what is the language recognized by this automaton and what is its alphabet?;Could you be more specific?;[];0.1;15;False;{'user_input': 'what is the language recognized by this automaton and what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'language': '?'}}
Relevancy;4;Is this automaton deterministic or non-deterministic?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;1;False;{'user_input': 'Is this automaton deterministic or non-deterministic?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': 'automatonType'}}
Relevancy;4;what is the alphabet of this automaton, is it [“2”, “4”]?;Could you be more specific?;[];0.1;2;False;{'user_input': 'what is the alphabet of this automaton, is it [“2”, “4”]?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '2'}}
Relevancy;4;what is the alphabet of this automaton if it only contains the symbol 2?;Could you be more specific?;[];0.1;3;False;{'user_input': 'what is the alphabet of this automaton if it only contains the symbol 2?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '2'}}
Relevancy;4;What is the alphabet of this automaton with two symbols?;Could you be more specific?;[];0.1;4;False;{'user_input': 'What is the alphabet of this automaton with two symbols?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;4;what is the alphabet of this automaton?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;4;Which state in this automaton has the most transitions, is it q3?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;6;False;{'user_input': 'Which state in this automaton has the most transitions, is it q3?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': 'q3'}}
Relevancy;4;what is the alphabet of this automaton?;Could you be more specific?;[];0.1;7;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;4;What is the optimal spatial representation of the alphabet used in this automaton?;Could you be more specific?;[];0.3;8;False;{'user_input': 'What is the optimal spatial representation of the alphabet used in this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;4;i meant to ask about the alphabet of this automaton, could you tell me what the alphabet is?;Could you be more specific?;[];0.1;9;False;{'user_input': 'i meant to ask about the alphabet of this automaton, could you tell me what the alphabet is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}}
Relevancy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.1;10;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;4;what is the alphabet of this automaton?;Could you be more specific?;[];0.1;11;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;4;what is the symbol used in this equal to 0?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];0.0;12;False;{'user_input': 'what is the symbol used in this equal to 0?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'symbol': '?'}}
Relevancy;4;What is the label of the transition from state q1 to state q2 in this automaton?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;12;False;{'user_input': 'What is the label of the transition from state q1 to state q2 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}}
Relevancy;4;is the language recognized by this automaton non-regular?;Could you be more specific?;[];0.1;13;False;{'user_input': 'is the language recognized by this automaton non-regular?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;4;what is the label of this in this automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;14;False;{'user_input': 'what is the label of this in this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['?'], 'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'states': '?'}}
Relevancy;5;What kind of language (regular or not) can be recognized by a finite state automaton like the one shown?;Could you be more specific?;[];0.1;1;False;{'user_input': 'What kind of language (regular or not) can be recognized by a finite state automaton like the one shown?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;5;What is the language accepted by this automaton for an input of ?;Could you be more specific?;[];0.2;2;False;{'user_input': 'What is the language accepted by this automaton for an input of ?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;5;What is the language accepted by this automaton for the input 11000?;Could you be more specific?;[];0.1;3;False;{'user_input': 'What is the language accepted by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;5;For the automaton shown, can you process the input string 11000 and show me what happens?;MUTATION The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.4;3;True;{'user_input': 'For the automaton shown, can you process the input string 11000 and show me what happens?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;5;what language does this automaton recognize for the input string 11000?;Could you be more specific?;[];0.1;4;False;{'user_input': 'what language does this automaton recognize for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;5;What is the language accepted by this automaton for the input 11000?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What is the language accepted by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;5;For the automaton shown, what is the transition sequence when the input is 11000?;MUTATION The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.4;5;True;{'user_input': 'For the automaton shown, what is the transition sequence when the input is 11000?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;5;does the automaton accept the input string 11000?;Could you be more specific?;[];0.1;6;False;{'user_input': 'does the automaton accept the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;5;the language recognized by this automaton for the input `11000` is accepted.;Could you be more specific?;[];0.1;7;False;{'user_input': 'the language recognized by this automaton for the input `11000` is accepted.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}}
Relevancy;5;Given the automaton shown, what happens if we give it the input 11000?;Could you be more specific?;[];0.1;8;False;{'user_input': 'Given the automaton shown, what happens if we give it the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;5;what is the accepted language of this automaton?;Could you be more specific?;[];0.1;9;False;{'user_input': 'what is the accepted language of this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;5;what is the language recognized by this automaton for the input string?;Could you be more specific?;[];0.2;10;False;{'user_input': 'what is the language recognized by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}
Relevancy;5;This automaton does not accept any language for any possible input, right?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];1.0;10;False;{'user_input': 'This automaton does not accept any language for any possible input, right?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}
Relevancy;5;what input strings does this automaton accept?;Could you be more specific?;[];0.1;11;False;{'user_input': 'what input strings does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;5;for which input strings does this automaton accept, given its language?;Could you be more specific?;[];0.1;12;False;{'user_input': 'for which input strings does this automaton accept, given its language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}
Correctness;1;Is it possible to reach state q4 starting from q2 with any input string?;there is no transition between q2 and q4.;[];0.2;1;False;{'user_input': 'Is it possible to reach state q4 starting from q2 with any input string?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}}
Correctness;1;What is the label of the transition that goes from state q2 to state q4?;there is no transition between q2 and q4.;[];1.0;1;False;{'user_input': 'What is the label of the transition that goes from state q2 to state q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}}
Correctness;1;set a question about the transition from this to that: what input symbol labels the transition q2 → q4?;There is no transition between q2 and q4.;[];1.0;1;False;{'user_input': 'set a question about the transition from this to that: what input symbol labels the transition q2 → q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4'], 'transitions': [['q2', 'q4', '?']]}, '_raw_frame': {'transitions': [['q2', 'q4', '?']]}}
Correctness;1;what is the label of the transition that goes from this to that?;There is no transition between q2 and q4.;[];1.0;1;False;{'user_input': 'what is the label of the transition that goes from this to that?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4']}, '_raw_frame': {'transitions': []}}
Correctness;1;the transition from this to that is missing: what input symbol should label the transition from q2 to q4?;There is no transition between q2 and q4.;[];0.0;2;False;{'user_input': 'the transition from this to that is missing: what input symbol should label the transition from q2 to q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4'], 'transitions': [['q2', 'q4', '?']]}, '_raw_frame': {'transitions': [['q2', 'q4', '?']]}}
Correctness;1;can you tell me the transitions of an automaton that has only 2 states?;MUTATION The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.0;3;True;{'user_input': 'can you tell me the transitions of an automaton that has only 2 states?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}}
Correctness;1;"Thanks for explaining that transition example; in my automaton there are only 2 states, right?";The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;3;False;"{'user_input': 'Thanks for explaining that transition example; in my automaton there are only 2 states, right?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'numberOfStates': '2'}}"
Correctness;1;How many states does this automaton have if it only includes 2 states?;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;4;False;{'user_input': 'How many states does this automaton have if it only includes 2 states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}}
Correctness;1;Ok, so you’re telling me there are 2 transitions in this automaton, right?;MUTATION The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;4;True;{'user_input': 'Ok, so you’re telling me there are 2 transitions in this automaton, right?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '2'}}
Correctness;1;What is the alphabet of this automaton if it only has 2 states?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What is the alphabet of this automaton if it only has 2 states?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Correctness;1;Can you tell me the transitions of an automaton that has only 2 states?;MUTATION The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.0;6;True;{'user_input': 'Can you tell me the transitions of an automaton that has only 2 states?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}}
