REQUEST;REFERENCE;EVA_REFERENCE;PARAPHRASE;EVA_PARAPHRASE;MISSING_DETAILS;EVA_MISSING_DETAILS;SWAP;EVA_SWAP;CONTRADICTION;EVA_CONTRADICTION;EXTRA;EVA_EXTRA;OFF_TOPIC;EVA_OFF_TOPIC;TYPO;EVA_TYPO;AMBIGUOUS;EVA_AMBIGUOUS
What is the value of the between q0 and q2?;There is no transition between q0 and q2.;[1.0, np.float64(0.9109102118384289), 1.0];['There is no transition from q0 to q2.'];[[1.0, np.float64(0.8851825148444328), 0.9986221023461908]];[];[];['There is no transition between q2 and q0.'];[[0.5, np.float64(0.8976613412258686), 0.9982577038841004]];['There is a transition between q0 and q2.'];[[0.0, np.float64(0.9304317464768914), 0.235495639297768]];['There is no transition between q0 and q2 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.8754332214739801), 0.7240867903814017]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.715778262583645), 0.1701934401104872], [0.0, np.float64(0.7177171115382744), 0.17397747550753026]];['There is no transition between 0 and q2.', 'There is no transition between q0 ad q2.', 'There is no transition betweesn q0 and q2.', 'There is no transition between q0 anld q2.'];[[0.75, np.float64(0.910997487296174), 0.9975049181171879], [1.0, np.float64(0.9108833755267447), 0.9974442968963286], [1.0, np.float64(0.9108833851715881), 0.9972029212583016], [1.0, np.float64(0.9108833755267447), 0.9980655736485659]];['I think that there is no transition between q0 and q2.'];[[1.0, np.float64(0.0), 0.9902613850258525]]
What is the value of the between q0 and q3?;There is no transition between q0 and q3.;[1.0, np.float64(0.9048714856461505), 1.0];['There is no transition from q0 to q3.'];[[1.0, np.float64(0.8780789418629467), 0.9986026564855467]];[];[];['There is no transition between q3 and q0.'];[[0.5, np.float64(0.8919133301436211), 0.7477701443600849]];['There is a transition between q0 and q3.'];[[0.0, np.float64(0.9249845110647599), 0.23611695077262657]];['There is no transition between q0 and q3 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.8825905821422418), 0.7250330875505674]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7076731781765656), 0.16923989526086922], [0.0, np.float64(0.7211663496774143), 0.17400999765380928]];['There is no transition between q0 andq3.', 'There is no ransition between q0 and q3.', 'There is no transition between q0h and q3.', 'There is no transition between yq0 and q3.'];[[1.0, np.float64(0.9048194163020502), 0.9992788242947959], [1.0, np.float64(0.9048194163020502), 0.9973925839240018], [0.25, np.float64(0.894472937340645), 0.7480199995112792], [0.75, np.float64(0.8825320885439234), 0.9944316616271731]];['I think that there is no transition between q0 and q3.'];[[1.0, np.float64(0.0), 0.9906466566197687]]
What is the value of the between q0 and q4?;There is no transition between q0 and q4.;[1.0, np.float64(0.8971838900588308), 0.9999997631795371];['There is no transition from q0 to q4.'];[[1.0, np.float64(0.8900043527446099), 0.9986537551229699]];[];[];['There is no transition between q4 and q0.'];[[0.5, np.float64(0.89615834413726), 0.7470459610148117]];['There is a transition between q0 and q4.'];[[0.0, np.float64(0.929964378910672), 0.23579243319284243]];['There is no transition between q0 and q4 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.8906499046402307), 0.7250295725544936]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7143018656675264), 0.17028567891250398], [0.0, np.float64(0.7189125703575548), 0.1737562563603569]];['There is no trnsition between q0 and q4.', 'There is no transitin between q0 and q4.', 'There is no transition between q0 and q4n.', 'Tlhere is no transition between q0 and q4.'];[[1.0, np.float64(0.8971838900588308), 0.9983938511889124], [1.0, np.float64(0.9109431261093983), 0.9949913333164327], [0.25, np.float64(0.8988781851332454), 0.9965133190268434], [1.0, np.float64(0.8971838900588308), 0.9979130848104623]];['I think that there is no transition between q0 and q4.'];[[1.0, np.float64(0.0), 0.9902828941995045]]
What is the value of the between q1 and q0?;There is no transition between q1 and q0.;[1.0, np.float64(0.9066055448917889), 1.0];['There is no transition from q1 to q0.'];[[1.0, np.float64(0.8930319831849562), 0.9985396183166684]];[];[];['There is no transition between q0 and q1.'];[[1.0, np.float64(0.9071107065852279), 0.9984528035064242]];['There is a transition between q1 and q0.'];[[0.0, np.float64(0.9266334605963931), 0.236614911434547]];['There is no transition between q1 and q0 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7778152098164515), 0.7250483139183713]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7162397242477501), 0.1715487652036249], [0.0, np.float64(0.7129093726943264), 0.17522940718611088]];['There is no transition betwen q1 and q0.', 'There is no transition betwen q1 and q0.', 'There is no transition between q1 and q0d.', 'Tdhere is no transition between q1 and q0.'];[[1.0, np.float64(0.9266334605963931), 0.9973738534793151], [1.0, np.float64(0.9264886364173022), 0.9973773422947477], [0.5, np.float64(0.8890934111518898), 0.7459299079358049], [0.75, np.float64(0.9066055448917889), 0.9969217664874492]];['I think that there is no transition between q1 and q0.'];[[1.0, np.float64(0.0), 0.9896905110998782]]
What is the value of the between q1 and q1?;There is no transition between q1 and q1.;[1.0, np.float64(0.0), 1.0];['There is no transition from q1 to q1.'];[[1.0, np.float64(0.8864955973125603), 0.998610252490607]];[];[];[''];[];['There is a transition between q1 and q1.'];[[0.0, np.float64(0.0), 0.23672781736295048]];['There is no transition between q1 and q1 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7757424903244688), 0.7244082719230269]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7260262837214231), 0.1726846933413334], [0.0, np.float64(0.7226163082461399), 0.1764397161303054]];['Thre is no transition between q1 and q1.', 'There is no transition between q1 and q.', 'There tis no transition between q1 and q1.', 'There is no trnansition between q1 and q1.'];[[1.0, np.float64(0.0), 0.9980056592894497], [0.5, np.float64(0.902303431761918), 0.6237894980968248], [1.0, np.float64(0.0), 0.9961608052549216], [0.75, np.float64(0.9009090371753564), 0.9972303069125303]];['I think that there is no transition between q1 and q1.'];[[1.0, np.float64(0.0), 0.9901717862947761]]
What is the value of the between q1 and q2?;The transition between q1 and q2 is with value 1.;[1.0, np.float64(0.9460624080338177), 0.9999999999999999];['The transition between q1 and q2 has a value of 1.'];[[1.0, np.float64(0.9460624080338177), 0.9982679244662684]];[];[];['The transition between q2 and q1 is with value 1.'];[[0.25, np.float64(0.9451270670667853), 0.7487690888924742]];['The transition between q1 and q2 is not with value 1.'];[[0.0, np.float64(0.9460624080338177), 0.23113099330534648]];['The transition between q1 and q2 is with value 1 and the transition between q2 and q1 is with value 5.'];[[0.5, np.float64(0.9341757691731174), 0.7400448673765421]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.724301818469332), 0.1766176311523693], [0.0, np.float64(0.7232117723725104), 0.17712838033539724]];['The trasition between q1 and q2 is with value 1.', 'The transition between q1 and 2 is with value 1.', 'The transition between q1 andv q2 is with value 1.', 'The transition between q1 and q2 is with valure 1.'];[[1.0, np.float64(0.9460624080338177), 0.998317823359885], [0.75, np.float64(0.9460624080338177), 0.9979585004200422], [1.0, np.float64(0.9460624080338177), 0.9974838155295072], [0.75, np.float64(0.9460624080338177), 0.9976680374309068]];['I think the transition between q1 and q2 should be with value 1.'];[[0.75, np.float64(0.0), 0.9901827997450705]]
What is the value of the between q1 and q3?;There is no transition between q1 and q3.;[1.0, np.float64(0.8938423139170822), 0.9999995770782277];['There is no transition from q1 to q3.'];[[1.0, np.float64(0.8831724557223853), 0.9987199086094497]];[];[];['There is no transition between q3 and q1.'];[[0.75, np.float64(0.8844978923786301), 0.998289062940915]];['There is a transition between q1 and q3.'];[[0.0, np.float64(0.8988327726811806), 0.2358734731231661]];['There is no transition between q1 and q3 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.767359020507411), 0.724959594946464]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7145314522110324), 0.17105997515719315], [0.0, np.float64(0.7289073386776626), 0.17630638672906906]];['There is no transition between q1 ad q3.', 'There is no transitionbetween q1 and q3.', 'There ids no transition between q1 and q3.', 'Tghere is no transition between q1 and q3.'];[[1.0, np.float64(0.8938423139170822), 0.997419765404703], [1.0, np.float64(0.893736723526267), 0.998828281125865], [1.0, np.float64(0.8938723008366976), 0.9961890450708007], [1.0, np.float64(0.8938423139170822), 0.9960719107795492]];['I think that there is no transition between q1 and q3.'];[[1.0, np.float64(0.0), 0.9908021744556758]]
What is the value of the between q1 and q4?;There is no transition between q1 and q4.;[1.0, np.float64(0.8989951624907138), 1.0];['There is no transition from q1 to q4.'];[[1.0, np.float64(0.8895624062072919), 0.9985831197330151]];[];[];['There is no transition between q4 and q1.'];[[0.75, np.float64(0.8886463989872405), 0.7471439373656117]];['There is a transition between q1 and q4.'];[[0.0, np.float64(0.903791589193344), 0.23533870430699133]];['There is no transition between q1 and q4 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7709056672001923), 0.724367685547304]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7213248009425076), 0.17196075216656712], [0.0, np.float64(0.7258489767151521), 0.17587970955394858]];['There is no transition btween q1 and q4.', 'There is no transition between q and q4.', 'There is no transition betweern q1 and q4.', 'Therem is no transition between q1 and q4.'];[[1.0, np.float64(0.8990554275291791), 0.9979549626040878], [0.5, np.float64(0.8895565088562016), 0.9979994752943813], [0.75, np.float64(0.8991358562384443), 0.9974390968488083], [1.0, np.float64(0.8991082768921919), 0.9972429055955137]];['I think that there is no transition between q1 and q4.'];[[1.0, np.float64(0.0), 0.990438238474848]]
What is the value of the between q2 and q0?;There is no transition between q2 and q0.;[1.0, np.float64(0.9104878579108973), 0.9999995620002561];['There is no transition from q2 to q0.'];[[1.0, np.float64(0.8986843184354432), 0.9981129575855048]];[];[];['There is no transition between q0 and q2.'];[[1.0, np.float64(0.9118970483573734), 0.9982577038841004]];['There is a transition between q2 and q0.'];[[0.0, np.float64(0.9285362909378208), 0.23679436938774837]];['There is no transition between q2 and q0 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7754885118080901), 0.7248021496032324]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.71325454937429), 0.17107737780928145], [0.0, np.float64(0.7097455774440761), 0.1740012227153046]];['There is no transition etween q2 and q0.', 'Thre is no transition between q2 and q0.', 'There is no transition between q2 and qc0.', 'Therwe is no transition between q2 and q0.'];[[1.0, np.float64(0.9104878579108973), 0.9977457028456836], [1.0, np.float64(0.9104878579108973), 0.9980875674670053], [0.5, np.float64(0.8812383831193643), 0.7432140586975272], [1.0, np.float64(0.9104878579108973), 0.7449525296181846]];['I think that there is no transition between q2 and q0.'];[[1.0, np.float64(0.0), 0.7397735163249919]]
What is the value of the between q2 and q1?;There is no transition between q2 and q1.;[1.0, np.float64(0.897912652091032), 1.0];['There is no transition from q2 to q1.'];[[1.0, np.float64(0.8828961874868821), 0.9982801713557815]];[];[];['There is no transition between q1 and q2.'];[[1.0, np.float64(0.895706879463359), 0.7488816727616396]];['There is a transition between q2 and q1.'];[[0.0, np.float64(0.9191706055542019), 0.23549418118768772]];['There is no transition between q2 and q1 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7749423168035949), 0.7235114632983527]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7230277568395417), 0.17313491142910917], [0.0, np.float64(0.7194813413545198), 0.17619799846558198]];['Thre is no transition between q2 and q1.', 'There is no transition betwen q2 and q1.', 'There is no transitkion between q2 and q1.', 'There is nlo transition between q2 and q1.'];[[1.0, np.float64(0.8978716695982871), 0.9980003464155063], [1.0, np.float64(0.8978716695982871), 0.9974384743591379], [1.0, np.float64(0.8978597548443876), 0.9925191042018553], [0.75, np.float64(0.8978716695982871), 0.9895165939533677]];['I think that there is no transition between q2 and q1.'];[[1.0, np.float64(0.0), 0.9898653553010597]]
What is the value of the between q2 and q2?;There is no transition between q2 and q2.;[1.0, np.float64(0.0), 1.0];['There is no transition from q2 to q2.'];[[1.0, np.float64(0.8884927736387479), 0.9985761754655309]];[];[];[''];[];['There is a transition between q2 and q2.'];[[0.0, np.float64(0.0), 0.23698287233562876]];['There is no transition between q2 and q2 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7731884595457249), 0.723649488082738]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7176808063570743), 0.17233716004379712], [0.0, np.float64(0.7163581814215365), 0.17525225206331146]];['There is no transition between q2 nd q2.', 'There is no transition between q2 and q.', 'There is ino transition between q2 and q2.', 'There is noe transition between q2 and q2.'];[[1.0, np.float64(0.0), 0.7480971961439622], [0.5, np.float64(0.9030569981945985), 0.24862439459109553], [0.75, np.float64(0.0), 0.7362538209541318], [0.75, np.float64(0.0), 0.7469907798507643]];['I think that there is no transition between q2 and q2.'];[[1.0, np.float64(0.0), 0.740464657333463]]
What is the value of the between q2 and q3?;The transition between q2 and q3 is with value 0.;[1.0, np.float64(0.9516683369384896), 1.0];['The transition between q2 and q3 has a value of 0.'];[[1.0, np.float64(0.9515901376246082), 0.9984602622777854]];[];[];['The transition between q3 and q2 is with value 0.'];[[0.25, np.float64(0.9480896033262037), 0.6234602254712305]];['The transition between q2 and q3 is not with value 0.'];[[0.0, np.float64(0.9516683369384896), 0.23392994643465675]];['The transition between q2 and q3 is with value 0 and the transition between q3 and q2 is with value 5.'];[[0.5, np.float64(0.9214494235344117), 0.7409959915846636]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7155176755726637), 0.17119294531122406], [0.0, np.float64(0.7233497125392453), 0.17421118223265492]];['The transition between q2 and q3 is with vale 0.', 'The transiton between q2 and q3 is with value 0.', 'The transition between q2 and jq3 is with value 0.', 'The transition between q2 and q3 is withd value 0.'];[[0.75, np.float64(0.9516683369384896), 0.9930712503776955], [1.0, np.float64(0.9513788975821402), 0.9969130777502831], [0.5, np.float64(0.9263074442148908), 0.6176361269886886], [0.75, np.float64(0.9457841241024146), 0.9978118342710314]];['I think the transition between q2 and q3 should be with value 0.'];[[1.0, np.float64(0.0), 0.9904998263408253]]
What is the value of the between q2 and q4?;There is no transition between q2 and q4.;[1.0, np.float64(0.9020648994155329), 1.0];['There is no transition from q2 to q4.'];[[1.0, np.float64(0.892911175085548), 0.9985319094882978]];[];[];['There is no transition between q4 and q2.'];[[0.75, np.float64(0.8973982792925522), 0.7482107739669495]];['There is a transition between q2 and q4.'];[[0.0, np.float64(0.9253863887433236), 0.23598802388261408]];['There is no transition between q2 and q4 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7671350708218494), 0.7241538123385293]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7182470185831158), 0.1714216332735988], [0.0, np.float64(0.7193741697290328), 0.17475603040572052]];['There is no transition betweenq2 and q4.', 'There is no transitin between q2 and q4.', 'There is no transition beftween q2 and q4.', 'lThere is no transition between q2 and q4.'];[[1.0, np.float64(0.9020648994155329), 0.9990794742066736], [1.0, np.float64(0.8854218245242751), 0.9942039507289044], [1.0, np.float64(0.9020648994155329), 0.9976192152187366], [1.0, np.float64(0.9021830333222768), 0.9984321301617363]];['I think that there is no transition between q2 and q4.'];[[1.0, np.float64(0.0), 0.9906947796050241]]
What is the value of the between q3 and q0?;There is no transition between q3 and q0.;[1.0, np.float64(0.9090227073947924), 1.0];['There is no transition from q3 to q0.'];[[1.0, np.float64(0.8969196827073613), 0.9982376227673833]];[];[];['There is no transition between q0 and q3.'];[[1.0, np.float64(0.9098045018774029), 0.9977701443600849]];['There is a transition between q3 and q0.'];[[0.0, np.float64(0.9255188217899178), 0.23724917544036997]];['There is no transition between q3 and q0 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7725665641813475), 0.7245640114358927]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7094408045882202), 0.16979097780118127], [0.0, np.float64(0.7137428198978593), 0.17497699463870234]];['There is no transition between q3 ad q0.', 'Tere is no transition between q3 and q0.', 'There is no transiqtion between q3 and q0.', 'There is no traansition between q3 and q0.'];[[1.0, np.float64(0.9090227073947924), 0.9972484006368924], [1.0, np.float64(0.9090602267013353), 0.9942282656146483], [0.75, np.float64(0.9001150870702707), 0.9908914829590139], [0.75, np.float64(0.9090227073947924), 0.997063107704153]];['I think that there is no transition between q3 and q0.'];[[1.0, np.float64(0.0), 0.9897069089557794]]
What is the value of the between q3 and q1?;There is no transition between q3 and q1.;[1.0, np.float64(0.8905620295855344), 0.9999997061277197];['There is no transition from q3 to q1.'];[[1.0, np.float64(0.8781377624548833), 0.9983543009344142]];[];[];['There is no transition between q1 and q3.'];[[1.0, np.float64(0.8931865067677918), 0.9982887246940021]];['There is a transition between q3 and q1.'];[[0.0, np.float64(0.9119547545513059), 0.23601423771297883]];['There is no transition between q3 and q1 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7669115844406158), 0.722608487935742]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7178588898442302), 0.17115682830708193], [0.0, np.float64(0.7233128330329234), 0.17692803535210117]];['There is no transtion between q3 and q1.', 'There is no transition beween q3 and q1.', 'There is no transition between qq3 and q1.', 'There is no transition bletween q3 and q1.'];[[1.0, np.float64(0.8905620295855344), 0.9981417607129598], [1.0, np.float64(0.8905620295855344), 0.9969753732371813], [0.75, np.float64(0.8743347826695642), 0.9960508103964045], [1.0, np.float64(0.8734209701747441), 0.9976598292014902]];['I think that there is no transition between q3 and q1.'];[[1.0, np.float64(0.0), 0.9898817882238]]
What is the value of the between q3 and q2?;There is no transition between q3 and q2.;[1.0, np.float64(0.8974358900953944), 1.0];['There is no transition from q3 to q2.'];[[1.0, np.float64(0.8869293459738922), 0.9985283807412954]];[];[];['There is no transition between q2 and q3.'];[[1.0, np.float64(0.8971034382014524), 0.748391248652564]];['There is a transition between q3 and q2.'];[[0.0, np.float64(0.9208047013045996), 0.2356065930361655]];['There is no transition between q3 and q2 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7708738510621852), 0.7229306544028987]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7160672655112854), 0.17057915319563893], [0.0, np.float64(0.7206587567885129), 0.1759059670095585]];['There is no transition etween q3 and q2.', 'here is no transition between q3 and q2.', 'There zis no transition between q3 and q2.', 'There is no transition bectween q3 and q2.'];[[1.0, np.float64(0.8974358900953944), 0.9980323540916334], [1.0, np.float64(0.8974358900953944), 0.9956176576820186], [1.0, np.float64(0.8974101348447115), 0.9944509846570619], [1.0, np.float64(0.8974101348447115), 0.997882577282746]];['I think that there is no transition between q3 and q2.'];[[1.0, np.float64(0.0), 0.9900374180306194]]
What is the value of the between q3 and q3?;There is no transition between q3 and q3.;[1.0, np.float64(0.0), 1.0];['There is no transition from q3 to q3.'];[[1.0, np.float64(0.8884087938751101), 0.9985985707304177]];[];[];[''];[];['There is a transition between q3 and q3.'];[[0.0, np.float64(0.0), 0.23750414247695936]];['There is no transition between q3 and q3 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7675958469862766), 0.7234563179863573]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7112895934262168), 0.17082964597474626], [0.0, np.float64(0.7190812115174029), 0.17632379599565168]];['There is no transiton between q3 and q3.', 'There is no ransition between q3 and q3.', 'Therae is no transition between q3 and q3.', 'There is no transition between q3 ajnd q3.'];[[1.0, np.float64(0.9007864159413154), 0.9959873832012655], [0.75, np.float64(0.0), 0.9961454518078031], [0.75, np.float64(0.0), 0.990113495094344], [0.75, np.float64(0.0), 0.9972695110743383]];['I think that there is no transition between q3 and q3.'];[[1.0, np.float64(0.0), 0.9900159242315294]]
What is the value of the between q3 and q4?;The transition between q3 and q4 is with value 0.;[1.0, np.float64(0.9485254157330812), 0.9999899207908082];['The transition between q3 and q4 has a value of 0.'];[[1.0, np.float64(0.9485254157330812), 0.9984884561278567]];[];[];['The transition between q4 and q3 is with value 0.'];[[0.25, np.float64(0.9434449150691009), 0.7479164230312548]];['The transition between q3 and q4 is not with value 0.'];[[0.0, np.float64(0.9485705285973526), 0.23473532296602526]];['The transition between q3 and q4 is with value 0 and the transition between q4 and q3 is with value 5.'];[[0.5, np.float64(0.9279086964357219), 0.7421368645231449]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7148039361198046), 0.17101726645390988], [0.0, np.float64(0.7182459859836985), 0.17381120472435313]];['The transitio between q3 and q4 is with value 0.', 'The transition between q3 and q4 is ith value 0.', 'The toransition between q3 and q4 is with value 0.', 'The transimtion between q3 and q4 is with value 0.'];[[1.0, np.float64(0.9382292621745411), 0.9956370062334696], [0.5, np.float64(0.9123630193344197), 0.7468189668743165], [1.0, np.float64(0.9382292621745411), 0.9946036246661156], [1.0, np.float64(0.9484953659094838), 0.9911315052443523]];['I think the transition between q3 and q4 should be with value 0.'];[[1.0, np.float64(0.0), 0.989688129302637]]
What is the value of the between q4 and q0?;The transition between q4 and q0 is with value 0.;[1.0, np.float64(0.9567673191707048), 0.7499806291102088];['The transition between q4 and q0 has a value of 0.'];[[1.0, np.float64(0.9567673191707048), 0.7484879468708596]];[];[];['The transition between q0 and q4 is with value 0.'];[[0.0, np.float64(0.9468812338418824), 0.9961850480044743]];['The transition between q4 and q0 is not with value 0.'];[[0.0, np.float64(0.9567673191707048), 0.23252297276420358]];['The transition between q4 and q0 is with value 0 and the transition between q0 and q4 is with value 5.'];[[0.5, np.float64(0.9317235417313057), 0.741619745856513]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7092429715667343), 0.17089202787112395], [0.0, np.float64(0.7093601098965663), 0.17103905943353742]];['The transition betwen q4 and q0 is with value 0.', 'The transitin between q4 and q0 is with value 0.', 'The tralnsition between q4 and q0 is with value 0.', 'The transimtion between q4 and q0 is with value 0.'];[[1.0, np.float64(0.9567673191707048), 0.7477408680156332], [1.0, np.float64(0.9567673191707048), 0.9955905533531716], [1.0, np.float64(0.9567673191707048), 0.9962282773695563], [1.0, np.float64(0.9567735062698184), 0.9926796992332562]];['I think the transition between q4 and q0 should be with value 0.'];[[1.0, np.float64(0.0), 0.615288868942501]]
What is the value of the between q4 and q1?;There is no transition between q4 and q1.;[1.0, np.float64(0.8996466230268749), 1.0];['There is no transition from q4 to q1.'];[[1.0, np.float64(0.8885795524643695), 0.9986986816448844]];[];[];['There is no transition between q1 and q4.'];[[1.0, np.float64(0.8973129459719618), 0.7471503801789667]];['There is a transition between q4 and q1.'];[[0.0, np.float64(0.9006951800800931), 0.236098066321421]];['There is no transition between q4 and q1 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7664716660782387), 0.7233898331296577]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7225448891106233), 0.17198060682647662], [0.0, np.float64(0.7187730424592392), 0.17548379901123923]];['There is no transition between q4 an q1.', 'Ther is no transition between q4 and q1.', 'There is no transition between q4 yand q1.', 'There is nos transition between q4 and q1.'];[[1.0, np.float64(0.8996466230268749), 0.9991146544757314], [1.0, np.float64(0.8996466230268749), 0.9982112418381284], [1.0, np.float64(0.8996504779347066), 0.9967454421550133], [1.0, np.float64(0.8858345824692617), 0.9975538552287424]];['I think that there is no transition between q4 and q1.'];[[1.0, np.float64(0.0), 0.99020303113713]]
What is the value of the between q4 and q2?;There is no transition between q4 and q2.;[1.0, np.float64(0.9058958431074435), 1.0];['There is no transition from q4 to q2.'];[[1.0, np.float64(0.8988799353899551), 0.9987168249901324]];[];[];['There is no transition between q2 and q4.'];[[1.0, np.float64(0.9024129586650741), 0.9982107739669495]];['There is a transition between q4 and q2.'];[[0.0, np.float64(0.9209954009003879), 0.23574447205621546]];['There is no transition between q4 and q2 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7671371505133592), 0.7231792143908975]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7209686786578002), 0.1708870435239887], [0.0, np.float64(0.7182055271970654), 0.17501028755462195]];['Ther is no transition between q4 and q2.', 'There is no transition betweenq4 and q2.', 'There is no transition between qd4 and q2.', 'There is no jtransition between q4 and q2.'];[[1.0, np.float64(0.9059030616361414), 0.9984025527145586], [1.0, np.float64(0.905897366284008), 0.9991357753083789], [0.5, np.float64(0.8759192444163983), 0.7421360412180541], [1.0, np.float64(0.9063506587434655), 0.9932522883780208]];['I think that there is no transition between q4 and q2.'];[[1.0, np.float64(0.0), 0.9904618723944446]]
What is the value of the between q4 and q3?;There is no transition between q4 and q3.;[1.0, np.float64(0.9051661725390852), 1.0];['There is no transition from q4 to q3.'];[[1.0, np.float64(0.8967034040037721), 0.9985694739492361]];[];[];['There is no transition between q3 and q4.'];[[1.0, np.float64(0.8976265375598984), 0.7478457134721637]];['There is a transition between q4 and q3.'];[[0.0, np.float64(0.9228960002810689), 0.2367729508999541]];['There is no transition between q4 and q3 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7630471781780673), 0.7241589873997298]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7115188049307173), 0.1711320893917874], [0.0, np.float64(0.7177437267897929), 0.1758929475291656]];['There is no transitio between q4 and q3.', 'There is no transition beween q4 and q3.', 'There is no transition between q4 adnd q3.', 'There is no truansition between q4 and q3.'];[[1.0, np.float64(0.8912771227399253), 0.9958184562142237], [1.0, np.float64(0.8912771227399253), 0.9977498014098447], [1.0, np.float64(0.905042541316899), 0.9973047973328155], [1.0, np.float64(0.8912812006295873), 0.9956711556780469]];['I think that there is no transition between q4 and q3.'];[[1.0, np.float64(0.0), 0.9907289276565029]]
What is the value of the between q4 and q4?;There is no transition between q4 and q4.;[1.0, np.float64(0.9075463289627814), 0.9999997083401481];['There is no transition from q4 to q4.'];[[1.0, np.float64(0.8975162353895277), 0.9987454166726185]];[];[];[''];[];['There is a transition between q4 and q4.'];[[0.0, np.float64(0.0), 0.23799776626311847]];['There is no transition between q4 and q4 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7654662062608066), 0.7248030266725085]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7113201459894576), 0.17205018206228995], [0.0, np.float64(0.7117361111089697), 0.17512537311948137]];['There is no transition between 4 and q4.', 'There is no tansition between q4 and q4.', 'There is no transition bvetween q4 and q4.', 'There is zno transition between q4 and q4.'];[[0.75, np.float64(0.8946940872984209), 0.9972851021051241], [0.75, np.float64(0.8946995377804156), 0.9952902097283933], [1.0, np.float64(0.8947105050778382), 0.7483527699271272], [0.75, np.float64(0.0), 0.7401560633252182]];['I think that there is no transition between q4 and q4.'];[[1.0, np.float64(0.0), 0.7409509093113913]]
Does state q0 exist?;The state q0 exists.;[1.0, np.float64(0.9931864040364697), 0.9999999999999999];['The state q0 is defined.'];[[0.5, np.float64(0.9294631312936975), 0.9927841941671961]];[];[];[];[];['The state q0 is not defined.'];[[0.0, np.float64(0.0), 0.2365686932811929]];['The state q0 exists and is connected to q10.'];[[0.75, np.float64(0.9245166408499261), 0.7355559488730975]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7051695396533851), 0.18102749542587837], [0.0, np.float64(0.7052688014772052), 0.18267996465952552]];['The state q0 exist.', 'The state q0 eists.', 'The state q0 oexists.', 'bThe state q0 exists.'];[[0.5, np.float64(0.9931823395005188), 0.9985292288181536], [0.5, np.float64(0.0), 0.9878741865009717], [0.25, np.float64(0.9931864040364697), 0.9964995366705831], [1.0, np.float64(0.9931864040364697), 0.9952968731076162]];['I think that The state q0 exists.'];[[0.5, np.float64(0.0), 0.9902383813629092]]
