REQUEST;REFERENCE;EVA_REFERENCE;PARAPHRASE;EVA_PARAPHRASE;MISSING_DETAILS;EVA_MISSING_DETAILS;SWAP;EVA_SWAP;CONTRADICTION;EVA_CONTRADICTION;EXTRA;EVA_EXTRA;OFF_TOPIC;EVA_OFF_TOPIC;TYPO;EVA_TYPO;AMBIGUOUS;EVA_AMBIGUOUS
What is the value of the between q0 and q2?;There is no transition between q0 and q2.;[1.0, np.float64(0.9109102464339386), 1.0];['There is no transition from q0 to q2.'];[[1.0, np.float64(0.9012989926532174), 0.9986244527244401]];[];[];['There is no transition between q2 and q0.'];[[1.0, np.float64(0.8976788320662374), 0.2482577038841004]];['There is a transition between q0 and q2.'];[[0.0, np.float64(0.9304317464768914), 0.235495639297768]];['There is no transition between q0 and q2 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7872593920536318), 0.7240901915097954]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.705205636967842), 0.1701934401104872], [0.0, np.float64(0.7323320381468833), 0.17402946011483306]];['There is no transition between 0 and q2.', 'There is no transition between q0 ad q2.', 'There is no transition betweesn q0 and q2.', 'There is no transition between q0 anld q2.'];[[0.75, np.float64(0.9101868306174387), 0.9975013454072584], [1.0, np.float64(0.9109102464339386), 0.9974442968963286], [1.0, np.float64(0.9108833851715881), 0.9972087984233509], [1.0, np.float64(0.9109102464339386), 0.9980656935352092]];['I think that there is no transition between q0 and q2.'];[[1.0, np.float64(0.0), 0.9902613850258525]]
What is the value of the between q0 and q3?;There is no transition between q0 and q3.;[1.0, np.float64(0.9048714856461505), 1.0];['There is no transition from q0 to q3.'];[[1.0, np.float64(0.8943473294483322), 0.9986002563451162]];[];[];['There is no transition between q3 and q0.'];[[0.75, np.float64(0.8919133301436211), 0.2477701443600849]];['There is a transition between q0 and q3.'];[[0.0, np.float64(0.9249845110647599), 0.2361303287225125]];['There is no transition between q0 and q3 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.8825905821422418), 0.7250330875505674]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7153187970600615), 0.1692515060183929], [0.0, np.float64(0.7338715690910755), 0.17404941576457778]];['There is no transition between q0 andq3.', 'There is no ransition between q0 and q3.', 'There is no transition between q0h and q3.', 'There is no transition between yq0 and q3.'];[[1.0, np.float64(0.9048194163020502), 0.9992788242947959], [0.75, np.float64(0.9048194163020502), 0.9973925839240018], [0.25, np.float64(0.8943847010733795), 0.9980172781863765], [0.5, np.float64(0.8825320885439234), 0.9944291747109804]];['I think that there is no transition between q0 and q3.'];[[1.0, np.float64(0.0), 0.9906466566197687]]
What is the value of the between q0 and q4?;There is no transition between q0 and q4.;[1.0, np.float64(0.9109857276423918), 1.0];['There is no transition from q0 to q4.'];[[1.0, np.float64(0.9028568007932731), 0.9986537551229699]];[];[];['There is no transition between q4 and q0.'];[[1.0, np.float64(0.8960796422335291), 0.9970897626450722]];['There is a transition between q0 and q4.'];[[0.0, np.float64(0.9109857276423918), 0.23579433726678134]];['There is no transition between q0 and q4 but the automata has 15 transitions in total.'];[[1.0, np.float64(0.8728540708784003), 0.725024471596742]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7213704548636808), 0.17026983388378178], [0.0, np.float64(0.7326794957489046), 0.1737562563603569]];['There is no trnsition between q0 and q4.', 'There is no transitin between q0 and q4.', 'There is no transition between q0 and q4n.', 'Tlhere is no transition between q0 and q4.'];[[0.75, np.float64(0.9109857276423918), 0.9983938511889124], [1.0, np.float64(0.9109857276423918), 0.9949956631161404], [0.5, np.float64(0.8988554134401745), 0.9965133190268434], [1.0, np.float64(0.9109857276423918), 0.9979145253051804]];['I think that there is no transition between q0 and q4.'];[[1.0, np.float64(0.0), 0.9902828941995045]]
What is the value of the between q1 and q0?;There is no transition between q1 and q0.;[1.0, np.float64(0.9067369241587568), 0.9999996475459152];['There is no transition from q1 to q0.'];[[1.0, np.float64(0.8928336337940693), 0.9985396183166684]];[];[];['There is no transition between q0 and q1.'];[[1.0, np.float64(0.9071107065852279), 0.9984504604459408]];['There is a transition between q1 and q0.'];[[0.0, np.float64(0.9282000412787567), 0.23661309649597492]];['There is no transition between q1 and q0 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7782128753617806), 0.7250681283126736]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7220348768938653), 0.1715485206965179], [0.0, np.float64(0.7298385764755165), 0.17522940718611088]];['There is no transition betwen q1 and q0.', 'There is no transition betwen q1 and q0.', 'There is no transition between q1 and q0d.', 'Tdhere is no transition between q1 and q0.'];[[1.0, np.float64(0.9066787359584535), 0.9973773422947477], [1.0, np.float64(0.9066055448917889), 0.997378703986614], [0.5, np.float64(0.8890934111518898), 0.2459299079358049], [1.0, np.float64(0.9066787359584535), 0.9969217664874492]];['I think that there is no transition between q1 and q0.'];[[1.0, np.float64(0.0), 0.9896905110998782]]
What is the value of the between q1 and q1?;There is no transition between q1 and q1.;[1.0, np.float64(0.9202142516933256), 1.0];['There is no transition from q1 to q1.'];[[1.0, np.float64(0.8864710919095103), 0.998610252490607]];[];[];[''];[];['There is a transition between q1 and q1.'];[[0.0, np.float64(0.9199815701274321), 0.23672781736295048]];['There is no transition between q1 and q1 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7754724506081), 0.7244082719230269]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7290997033795574), 0.17266934249287572], [0.0, np.float64(0.7328320062437227), 0.1764397161303054]];['Thre is no transition between q1 and q1.', 'There is no transition between q1 and q.', 'There tis no transition between q1 and q1.', 'There is no trnansition between q1 and q1.'];[[1.0, np.float64(0.9009103316406438), 0.9980051023408181], [0.25, np.float64(0.9031737260784457), 0.24879218320709537], [1.0, np.float64(0.9009090371753564), 0.9961608052549216], [1.0, np.float64(0.9009090371753564), 0.9972275792472622]];['I think that there is no transition between q1 and q1.'];[[1.0, np.float64(0.0), 0.9901746899867909]]
What is the value of the between q1 and q2?;The transition between q1 and q2 is with value 1.;[1.0, np.float64(0.9460624080338177), 0.9999999999999999];['The transition between q1 and q2 has a value of 1.'];[[1.0, np.float64(0.946188016246438), 0.9982684527429143]];[];[];['The transition between q2 and q1 is with value 1.'];[[0.5, np.float64(0.9450538848339651), 0.2487705783897522]];['The transition between q1 and q2 is not with value 1.'];[[0.0, np.float64(0.9460624080338177), 0.23111723281815677]];['The transition between q1 and q2 is with value 1 and the transition between q2 and q1 is with value 5.'];[[0.75, np.float64(0.9281272735155742), 0.7400448673765421]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7293391028801297), 0.1766132621858062], [0.0, np.float64(0.738725202093535), 0.17712838033539724]];['The trasition between q1 and q2 is with value 1.', 'The transition between q1 and 2 is with value 1.', 'The transition between q1 andv q2 is with value 1.', 'The transition between q1 and q2 is with valure 1.'];[[1.0, np.float64(0.9460624080338177), 0.9983193975693141], [0.75, np.float64(0.9404195472317182), 0.9979617420317033], [0.75, np.float64(0.946188016246438), 0.9974838155295072], [0.75, np.float64(0.9461055049440594), 0.9976660230274881]];['I think the transition between q1 and q2 should be with value 1.'];[[1.0, np.float64(0.0), 0.9901849885270279]]
What is the value of the between q1 and q3?;There is no transition between q1 and q3.;[1.0, np.float64(0.8938056296339562), 1.0];['There is no transition from q1 to q3.'];[[1.0, np.float64(0.8831598674556738), 0.9987205496154489]];[];[];['There is no transition between q3 and q1.'];[[1.0, np.float64(0.8845088165773981), 0.248289062940915]];['There is a transition between q1 and q3.'];[[0.0, np.float64(0.913290614627287), 0.2358734731231661]];['There is no transition between q1 and q3 but the automata has 15 transitions in total.'];[[1.0, np.float64(0.8677844089812982), 0.724959594946464]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.721779377474732), 0.17105997515719315], [0.0, np.float64(0.7434149744967886), 0.17630638672906906]];['There is no transition between q1 ad q3.', 'There is no transitionbetween q1 and q3.', 'There ids no transition between q1 and q3.', 'Tghere is no transition between q1 and q3.'];[[1.0, np.float64(0.8938423139170822), 0.997419765404703], [1.0, np.float64(0.8938056296339562), 0.9988276777435057], [1.0, np.float64(0.8937924326688514), 0.9961877589178616], [1.0, np.float64(0.8938423139170822), 0.9960719107795492]];['I think that there is no transition between q1 and q3.'];[[1.0, np.float64(0.0), 0.9908021744556758]]
What is the value of the between q1 and q4?;There is no transition between q1 and q4.;[1.0, np.float64(0.8991082768921919), 0.9999998105219967];['There is no transition from q1 to q4.'];[[1.0, np.float64(0.8895624062072919), 0.9985831197330151]];[];[];['There is no transition between q4 and q1.'];[[0.75, np.float64(0.8886021430030349), 0.2471503801789668]];['There is a transition between q1 and q4.'];[[0.0, np.float64(0.917059326432643), 0.23533640311016885]];['There is no transition between q1 and q4 but the automata has 15 transitions in total.'];[[1.0, np.float64(0.8774168786495522), 0.7243710177124989]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7288367732839375), 0.17197743850534197], [0.0, np.float64(0.7419106754859744), 0.17587970955394858]];['There is no transition btween q1 and q4.', 'There is no transition between q and q4.', 'There is no transition betweern q1 and q4.', 'Therem is no transition between q1 and q4.'];[[1.0, np.float64(0.8990554275291791), 0.9979549626040878], [0.5, np.float64(0.8895736452125496), 0.9980050463112924], [1.0, np.float64(0.8989814932096285), 0.9974390968488083], [1.0, np.float64(0.8989814932096285), 0.997240135598441]];['I think that there is no transition between q1 and q4.'];[[1.0, np.float64(0.0), 0.9904344906890956]]
What is the value of the between q2 and q0?;There is no transition between q2 and q0.;[1.0, np.float64(0.9104878579108973), 1.0];['There is no transition from q2 to q0.'];[[1.0, np.float64(0.8985987220817685), 0.9981166911265373]];[];[];['There is no transition between q0 and q2.'];[[1.0, np.float64(0.9118970483573734), 0.9982577038841004]];['There is a transition between q2 and q0.'];[[0.0, np.float64(0.9324703112360896), 0.23679436938774837]];['There is no transition between q2 and q0 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7754885118080901), 0.7248021496032324]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7190475041103817), 0.17104455628890405], [0.0, np.float64(0.7202931809692287), 0.17404037991696114]];['There is no transition etween q2 and q0.', 'Thre is no transition between q2 and q0.', 'There is no transition between q2 and qc0.', 'Therwe is no transition between q2 and q0.'];[[1.0, np.float64(0.9104878579108973), 0.9977482504621122], [1.0, np.float64(0.9104878579108973), 0.9980875674670053], [0.75, np.float64(0.8809667274009231), 0.9932140586975272], [1.0, np.float64(0.9105142889266669), 0.9949525296181846]];['I think that there is no transition between q2 and q0.'];[[1.0, np.float64(0.0), 0.9897896508215547]]
What is the value of the between q2 and q1?;There is no transition between q2 and q1.;[1.0, np.float64(0.897912652091032), 0.9999998031645276];['There is no transition from q2 to q1.'];[[1.0, np.float64(0.8829384340460732), 0.9982801713557815]];[];[];['There is no transition between q1 and q2.'];[[0.75, np.float64(0.895718754455996), 0.24888167276163958]];['There is a transition between q2 and q1.'];[[0.0, np.float64(0.9199568590265711), 0.23549418118768772]];['There is no transition between q2 and q1 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7749423168035949), 0.7235029171229423]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7278601794586088), 0.17312971250423717], [0.0, np.float64(0.7356122119074832), 0.17619799846558198]];['Thre is no transition between q2 and q1.', 'There is no transition betwen q2 and q1.', 'There is no transitkion between q2 and q1.', 'There is nlo transition between q2 and q1.'];[[0.5, np.float64(0.8978716695982871), 0.9980003464155063], [1.0, np.float64(0.8978716695982871), 0.9974363287151302], [1.0, np.float64(0.897912652091032), 0.9925183474784023], [0.75, np.float64(0.897912652091032), 0.9895165939533677]];['I think that there is no transition between q2 and q1.'];[[1.0, np.float64(0.0), 0.9898631194107315]]
What is the value of the between q2 and q2?;There is no transition between q2 and q2.;[1.0, np.float64(0.9009867277609093), 0.9999997954150026];['There is no transition from q2 to q2.'];[[1.0, np.float64(0.8884927736387479), 0.9985761754655309]];[];[];[''];[];['There is a transition between q2 and q2.'];[[0.0, np.float64(0.9227043771269816), 0.23699755074385728]];['There is no transition between q2 and q2 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7732510562705798), 0.723649488082738]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.723137234491952), 0.1723165164376555], [0.0, np.float64(0.731565521451108), 0.17528591507608052]];['There is no transition between q2 nd q2.', 'There is no transition between q2 and q.', 'There is ino transition between q2 and q2.', 'There is noe transition between q2 and q2.'];[[0.75, np.float64(0.9008931728001741), 0.9980900526015446], [0.25, np.float64(0.9030705247460964), 0.24862439459109553], [0.75, np.float64(0.9009867277609093), 0.9862538209541318], [0.75, np.float64(0.9009867277609093), 0.9969897568519265]];['I think that there is no transition between q2 and q2.'];[[1.0, np.float64(0.0), 0.990464657333463]]
What is the value of the between q2 and q3?;The transition between q2 and q3 is with value 0.;[1.0, np.float64(0.9514837380120413), 1.0];['The transition between q2 and q3 has a value of 0.'];[[1.0, np.float64(0.9513788975821402), 0.9984619488806111]];[];[];['The transition between q3 and q2 is with value 0.'];[[0.5, np.float64(0.9481229562278046), 0.24845995343368465]];['The transition between q2 and q3 is not with value 0.'];[[0.0, np.float64(0.9516683369384896), 0.2339426240901293]];['The transition between q2 and q3 is with value 0 and the transition between q3 and q2 is with value 5.'];[[0.75, np.float64(0.9474762041930782), 0.7409857257644181]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7221455717515816), 0.17118123070355365], [0.0, np.float64(0.7372235988900382), 0.17421118223265492]];['The transition between q2 and q3 is with vale 0.', 'The transiton between q2 and q3 is with value 0.', 'The transition between q2 and jq3 is with value 0.', 'The transition between q2 and q3 is withd value 0.'];[[0.75, np.float64(0.9516683369384896), 0.9930712503776955], [1.0, np.float64(0.9513284131703259), 0.9969199678225614], [0.5, np.float64(0.9261933033366616), 0.9926361269886886], [1.0, np.float64(0.9516132677003661), 0.9978007952071838]];['I think the transition between q2 and q3 should be with value 0.'];[[1.0, np.float64(0.0), 0.9904945407388217]]
What is the value of the between q2 and q4?;There is no transition between q2 and q4.;[1.0, np.float64(0.9020648994155329), 1.0];['There is no transition from q2 to q4.'];[[1.0, np.float64(0.8929675741249182), 0.9985319094882978]];[];[];['There is no transition between q4 and q2.'];[[0.75, np.float64(0.8970456348231518), 0.2482051209257386]];['There is a transition between q2 and q4.'];[[0.0, np.float64(0.9243910323396938), 0.23598802388261408]];['There is no transition between q2 and q4 but the automata has 15 transitions in total.'];[[1.0, np.float64(0.7671350708218494), 0.7241741967344482]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7250900958399374), 0.1714216332735988], [0.0, np.float64(0.7353498933216165), 0.17475603040572052]];['There is no transition betweenq2 and q4.', 'There is no transitin between q2 and q4.', 'There is no transition beftween q2 and q4.', 'lThere is no transition between q2 and q4.'];[[1.0, np.float64(0.9021830333222768), 0.9990848427651218], [1.0, np.float64(0.9020648994155329), 0.9942039507289044], [0.75, np.float64(0.9020648994155329), 0.9976283534209515], [1.0, np.float64(0.9020237090929852), 0.9984341780817025]];['I think that there is no transition between q2 and q4.'];[[1.0, np.float64(0.0), 0.9906998723828542]]
What is the value of the between q3 and q0?;There is no transition between q3 and q0.;[1.0, np.float64(0.9090113168287768), 1.0];['There is no transition from q3 to q0.'];[[1.0, np.float64(0.8968995120236265), 0.9982387100059237]];[];[];['There is no transition between q0 and q3.'];[[1.0, np.float64(0.9098023494191555), 0.9977713042426832]];['There is a transition between q3 and q0.'];[[0.0, np.float64(0.9288853688171694), 0.23724917544036997]];['There is no transition between q3 and q0 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7725665641813475), 0.5995628093802078]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7162799116748036), 0.16979097780118127], [0.0, np.float64(0.7247173286120676), 0.17496486522530164]];['There is no transition between q3 ad q0.', 'Tere is no transition between q3 and q0.', 'There is no transiqtion between q3 and q0.', 'There is no traansition between q3 and q0.'];[[1.0, np.float64(0.9090485664673958), 0.9972471014471234], [1.0, np.float64(0.9090113168287768), 0.9942282656146483], [1.0, np.float64(0.9090113168287768), 0.9908914829590139], [1.0, np.float64(0.9090227073947924), 0.997063107704153]];['I think that there is no transition between q3 and q0.'];[[1.0, np.float64(0.0), 0.9897069089557794]]
What is the value of the between q3 and q1?;There is no transition between q3 and q1.;[1.0, np.float64(0.8905620295855344), 1.0];['There is no transition from q3 to q1.'];[[1.0, np.float64(0.8771601045384403), 0.9983508583852361]];[];[];['There is no transition between q1 and q3.'];[[1.0, np.float64(0.893156729532968), 0.248289062940915]];['There is a transition between q3 and q1.'];[[0.0, np.float64(0.9121880322941954), 0.23601662102558402]];['There is no transition between q3 and q1 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7669115844406158), 0.7226099932660546]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7238242161276766), 0.17115081856397898], [0.0, np.float64(0.7234242886618446), 0.17696708636264444]];['There is no transtion between q3 and q1.', 'There is no transition beween q3 and q1.', 'There is no transition between qq3 and q1.', 'There is no transition bletween q3 and q1.'];[[1.0, np.float64(0.8905620295855344), 0.9981417607129598], [0.75, np.float64(0.8905534065791286), 0.9969672476601167], [1.0, np.float64(0.8743494719387037), 0.9960717505955978], [0.5, np.float64(0.8734209701747441), 0.9976588253665324]];['I think that there is no transition between q3 and q1.'];[[1.0, np.float64(0.0), 0.9898834050082197]]
What is the value of the between q3 and q2?;There is no transition between q3 and q2.;[1.0, np.float64(0.8974101348447115), 1.0];['There is no transition from q3 to q2.'];[[1.0, np.float64(0.8869293459738922), 0.9985283807412954]];[];[];['There is no transition between q2 and q3.'];[[0.75, np.float64(0.8971265223793037), 0.24838793384951505]];['There is a transition between q3 and q2.'];[[0.0, np.float64(0.9177262397078471), 0.2356065930361655]];['There is no transition between q3 and q2 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.770816759410577), 0.7229306544028987]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7226852944182576), 0.17058963963518356], [0.0, np.float64(0.7179970610380717), 0.17588855654672858]];['There is no transition etween q3 and q2.', 'here is no transition between q3 and q2.', 'There zis no transition between q3 and q2.', 'There is no transition bectween q3 and q2.'];[[0.75, np.float64(0.8974101348447115), 0.9980323540916334], [1.0, np.float64(0.8815379980345283), 0.9956176576820186], [0.75, np.float64(0.8973681881520399), 0.9944506450092279], [1.0, np.float64(0.8974101348447115), 0.9978817806742484]];['I think that there is no transition between q3 and q2.'];[[1.0, np.float64(0.0), 0.9900206714951107]]
What is the value of the between q3 and q3?;There is no transition between q3 and q3.;[1.0, np.float64(0.9008200568289131), 1.0];['There is no transition from q3 to q3.'];[[1.0, np.float64(0.8885505844570364), 0.9985977446822848]];[];[];[''];[];['There is a transition between q3 and q3.'];[[0.0, np.float64(0.922356485502459), 0.23750414247695936]];['There is no transition between q3 and q3 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7676517094497481), 0.7234568369575534]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7183089296700783), 0.17082964597474626], [0.0, np.float64(0.7294223918613386), 0.1763294684624288]];['There is no transiton between q3 and q3.', 'There is no ransition between q3 and q3.', 'Therae is no transition between q3 and q3.', 'There is no transition between q3 ajnd q3.'];[[1.0, np.float64(0.9007864159413154), 0.9960037929667944], [0.75, np.float64(0.8849900241347549), 0.9961483420056302], [1.0, np.float64(0.9009237186522543), 0.990113495094344], [1.0, np.float64(0.9008200568289131), 0.9972713802585563]];['I think that there is no transition between q3 and q3.'];[[1.0, np.float64(0.0), 0.9900153824149003]]
What is the value of the between q3 and q4?;The transition between q3 and q4 is with value 0.;[1.0, np.float64(0.9485254157330812), 0.9999899207908082];['The transition between q3 and q4 has a value of 0.'];[[1.0, np.float64(0.9485254157330812), 0.9984884561278567]];[];[];['The transition between q4 and q3 is with value 0.'];[[0.5, np.float64(0.9433722897968718), 0.24791584319404364]];['The transition between q3 and q4 is not with value 0.'];[[0.0, np.float64(0.9486084086846192), 0.23474188150470873]];['The transition between q3 and q4 is with value 0 and the transition between q4 and q3 is with value 5.'];[[0.75, np.float64(0.9284823209960871), 0.7421368645231449]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.722379397296463), 0.17101726645390988], [0.0, np.float64(0.7350398206043363), 0.17381120472435313]];['The transitio between q3 and q4 is with value 0.', 'The transition between q3 and q4 is ith value 0.', 'The toransition between q3 and q4 is with value 0.', 'The transimtion between q3 and q4 is with value 0.'];[[0.75, np.float64(0.9382461307719747), 0.9956361953974252], [1.0, np.float64(0.922378866292626), 0.9968156601509992], [1.0, np.float64(0.9382461307719747), 0.9946036246661156], [1.0, np.float64(0.9382292621745411), 0.9911115229669735]];['I think the transition between q3 and q4 should be with value 0.'];[[1.0, np.float64(0.0), 0.9896958428382328]]
What is the value of the between q4 and q0?;The transition between q4 and q0 is with value 0.;[1.0, np.float64(0.9288835123221821), 1.0];['The transition between q4 and q0 has a value of 0.'];[[1.0, np.float64(0.9567735062698184), 0.9984865757454998]];[];[];['The transition between q0 and q4 is with value 0.'];[[0.25, np.float64(0.9468812338418824), 0.9962222468636406]];['The transition between q4 and q0 is not with value 0.'];[[0.0, np.float64(0.928974830939058), 0.23250564424127892]];['The transition between q4 and q0 is with value 0 and the transition between q0 and q4 is with value 5.'];[[0.75, np.float64(0.9370489990307537), 0.7415712540511565]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7164781557184929), 0.1708828447628885], [0.0, np.float64(0.7114025908543952), 0.17103905943353742]];['The transition betwen q4 and q0 is with value 0.', 'The transitin between q4 and q0 is with value 0.', 'The tralnsition between q4 and q0 is with value 0.', 'The transimtion between q4 and q0 is with value 0.'];[[1.0, np.float64(0.928974830939058), 0.9977410016277186], [1.0, np.float64(0.928974830939058), 0.9955947013132971], [1.0, np.float64(0.928974830939058), 0.9962643240387635], [1.0, np.float64(0.928974830939058), 0.9927240560761751]];['I think the transition between q4 and q0 should be with value 0.'];[[1.0, np.float64(0.0), 0.9903649976306906]]
What is the value of the between q4 and q1?;There is no transition between q4 and q1.;[1.0, np.float64(0.8996185781579423), 1.0];['There is no transition from q4 to q1.'];[[1.0, np.float64(0.8885795524643695), 0.9987050827311287]];[];[];['There is no transition between q1 and q4.'];[[1.0, np.float64(0.8973129459719618), 0.9971503801789667]];['There is a transition between q4 and q1.'];[[0.0, np.float64(0.9162772558620719), 0.23611850130068818]];['There is no transition between q4 and q1 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7664716660782387), 0.7233690370120115]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7290410943827546), 0.17195527707321312], [0.0, np.float64(0.7371297618106152), 0.1755139674558002]];['There is no transition between q4 an q1.', 'Ther is no transition between q4 and q1.', 'There is no transition between q4 yand q1.', 'There is nos transition between q4 and q1.'];[[1.0, np.float64(0.8996504779347066), 0.9991126669653216], [1.0, np.float64(0.8996466230268749), 0.9982094880665698], [1.0, np.float64(0.8996466230268749), 0.9967454421550133], [1.0, np.float64(0.8996466230268749), 0.9975509975010967]];['I think that there is no transition between q4 and q1.'];[[1.0, np.float64(0.0), 0.9902000656268723]]
What is the value of the between q4 and q2?;There is no transition between q4 and q2.;[1.0, np.float64(0.9059014741808178), 1.0];['There is no transition from q4 to q2.'];[[1.0, np.float64(0.8988799353899551), 0.998700000662589]];[];[];['There is no transition between q2 and q4.'];[[1.0, np.float64(0.9025269203076758), 0.24821077396694946]];['There is a transition between q4 and q2.'];[[0.0, np.float64(0.9227184522484021), 0.23574447205621546]];['There is no transition between q4 and q2 but the automata has 15 transitions in total.'];[[0.5, np.float64(0.7671760805175155), 0.7231792143908975]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7275402237150549), 0.1708870435239887], [0.0, np.float64(0.7343245056306552), 0.17486782932053657]];['Ther is no transition between q4 and q2.', 'There is no transition betweenq4 and q2.', 'There is no transition between qd4 and q2.', 'There is no jtransition between q4 and q2.'];[[1.0, np.float64(0.9058958431074435), 0.998412742460689], [1.0, np.float64(0.905897366284008), 0.9991357753083789], [0.75, np.float64(0.875856958028506), 0.9921360412180541], [0.5, np.float64(0.9058958431074435), 0.9932522883780208]];['I think that there is no transition between q4 and q2.'];[[1.0, np.float64(0.0), 0.9904618723944446]]
What is the value of the between q4 and q3?;There is no transition between q4 and q3.;[1.0, np.float64(0.9052855521245279), 1.0];['There is no transition from q4 to q3.'];[[1.0, np.float64(0.8967034040037721), 0.9985694739492361]];[];[];['There is no transition between q3 and q4.'];[[1.0, np.float64(0.8976265375598984), 0.9978457134721637]];['There is a transition between q4 and q3.'];[[0.0, np.float64(0.9221381033408382), 0.2367729508999541]];['There is no transition between q4 and q3 but the automata has 15 transitions in total.'];[[0.75, np.float64(0.7632948524587762), 0.7241534933810105]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7192061314659451), 0.17111388275688938], [0.0, np.float64(0.7351029630960768), 0.1758929475291656]];['There is no transitio between q4 and q3.', 'There is no transition beween q4 and q3.', 'There is no transition between q4 adnd q3.', 'There is no truansition between q4 and q3.'];[[0.75, np.float64(0.9051906158486567), 0.9958184562142237], [1.0, np.float64(0.9051906158486567), 0.9977498014098447], [1.0, np.float64(0.9051906158486567), 0.9973047973328155], [1.0, np.float64(0.905042541316899), 0.9956696768497149]];['I think that there is no transition between q4 and q3.'];[[1.0, np.float64(0.0), 0.9907289276565029]]
What is the value of the between q4 and q4?;There is no transition between q4 and q4.;[1.0, np.float64(0.9075463289627814), 0.9999997083401481];['There is no transition from q4 to q4.'];[[1.0, np.float64(0.8975162353895277), 0.9987454166726185]];[];[];[''];[];['There is a transition between q4 and q4.'];[[0.0, np.float64(0.9223468928778248), 0.23798634181343664]];['There is no transition between q4 and q4 but the automata has 15 transitions in total.'];[[1.0, np.float64(0.8774894935684567), 0.7247947609287801]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7187377656584933), 0.17203301453226635], [0.0, np.float64(0.7297795442907523), 0.17508557412536876]];['There is no transition between 4 and q4.', 'There is no tansition between q4 and q4.', 'There is no transition bvetween q4 and q4.', 'There is zno transition between q4 and q4.'];[[0.5, np.float64(0.8946940872984209), 0.9972901006124906], [1.0, np.float64(0.9075463289627814), 0.9952926449196857], [1.0, np.float64(0.9075415166201583), 0.9983473062286997], [0.75, np.float64(0.9075463289627814), 0.9901560633252182]];['I think that there is no transition between q4 and q4.'];[[1.0, np.float64(0.0), 0.9909664958574101]]
Does state q0 exist?;The state q0 exists.;[1.0, np.float64(0.9931950780594275), 0.9999999999999999];['The state q0 is defined.'];[[1.0, np.float64(0.9638337183380549), 0.9927841941671961]];[];[];[];[];['The state q0 is not defined.'];[[0.0, np.float64(0.9338945433015896), 0.23650767415011956]];['The state q0 exists and is connected to q10.'];[[0.75, np.float64(0.8956402618406817), 0.7354601637875694]];['I like being a teacher', 'I like pizza'];[[0.0, np.float64(0.7064848559364006), 0.18102749542587837], [0.0, np.float64(0.7315388472573185), 0.18271754572842264]];['The state q0 exist.', 'The state q0 eists.', 'The state q0 oexists.', 'bThe state q0 exists.'];[[1.0, np.float64(0.9931731403889065), 0.9985292288181536], [0.5, np.float64(0.9931864040364697), 0.9882923499478856], [0.25, np.float64(0.9931864040364697), 0.9964995366705831], [0.75, np.float64(0.9931823395005188), 0.9952968731076162]];['I think that The state q0 exists.'];[[0.75, np.float64(0.0), 0.9902383813629092]]
