TEST_CASE_NUMBER;TEST CASE;FOLLOW UP;TEST CASE TEXT;TEST CASE MULTI;FOLLOW UP TEXT;FOLLOW UP MULTI;COMPARE TEXT;COMPARE MULTI;2-1/99
235;Describe the automaton ;Describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
239;Describe automaton ;Describe automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
242;Which one si the final state ;Which one si the final state ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
243;What is the starting state ;What is the starting state ;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The initial state is q1.;[('simbolo-q1', '#04ed00', 'stroke')];False;False
246;Describe the automaton ;Describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
247;initial state;initial state;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The initial state is q1.;[('simbolo-q1', '#04ed00', 'stroke')];False;False
271;what are the final states;what are the final states;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
272;final states;final states;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
273;start states;start states;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
274;which is the start state ;which is the start state ;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The initial state is q1.;[('simbolo-q1', '#04ed00', 'stroke')];False;False
275;Tell me a little bit about the automaton ;Tell me a little bit about the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
276;Tell me a little bit about the automaton ;Tell me a little bit about the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
285;describe it;describe it;Potresti essere più specifico?;[];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];False;False
288;final states;final states;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
289;which are the final states ;which are the final states ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
290;which is initial state;which is initial state;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The initial state is q1.;[('simbolo-q1', '#04ed00', 'stroke')];False;False
291;which is final state;which is final state;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
292;final state;final state;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
293; final states; final states;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
306;overview of the automaton;overview of the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
307;overview of the automaton;overview of the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
322;briefly describe the automaton;briefly describe the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
346;can you describe the automaton;can you describe the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
354;describe me the automaton;describe me the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
367;which is the final state;which is the final state;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
384;can you explain me what is a final state of a DFA?;can you explain me what is a final state of a DFA?;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
387;how many final states the automaton has;how many final states the automaton has;The automaton has 5 states: q0, q1, q2, q3 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q3', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];The automaton has 5 states: q0, q1, q2, q3 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q3', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
388;what is the final state;what is the final state;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
405;describe me the automaton;describe me the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
408;What is the starting state of the automaton;What is the starting state of the automaton;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The initial state is q1.;[('simbolo-q1', '#04ed00', 'stroke')];False;False
426;Which state in the automaton is both the initial and the final state;Which state in the automaton is both the initial and the final state;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The initial state is q1.;[('simbolo-q1', '#04ed00', 'stroke')];False;False
437;is q3 the final node;is q3 the final node;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
438;is q0 the final node;is q0 the final node;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
441;briefly describe me the automaton;briefly describe me the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
445;is q0 the last state;is q0 the last state;The automaton has 5 states: q0, q1, q2, q3 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q3', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];False;False
446;is q0 the initial state;is q0 the initial state;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];It is not the initial state.;[];False;False
447;are there other final states;are there other final states;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
461;which is final state;which is final state;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
462;Tell me a little bit about the automaton;Tell me a little bit about the automaton;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. The initial state is q1 and the final state is q0.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
466;start state;start state;The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The initial state is q1.;[('simbolo-q1', '#04ed00', 'stroke')];False;False
467;final states;final states;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
